EVENT_YEAR_MONTH,COUNT_OF_EVENTS,REPORTER,PARTNER,Commodity,NETWEIGHT,TRADEVALUEINUSD,TOTAL_SOLD_USD,PRODUCERPRICE,DISTANCE_COUNTRIES
201907,1298,Belarus,Ukraine,Slag,1197170,50300,6.0217651E10,133.7,791
201907,1298,United Kingdom,Ukraine,CastIron,56,6993,391608.0,191.0,3140
201907,1298,Czech Rep.,Ukraine,Gas,47166,187616,8.849096256E9,186.5,1410
201907,1298,Czech Rep.,Ukraine,Barley,43145,41425,1.787281625E9,128.1395177,1410
201907,1298,Poland,Ukraine,CastIron,15579,98408,1.533098232E9,191.0,1214
201907,1298,Poland,Ukraine,IronOre,19200,11781,2.261952E8,119.5869565,1214
201907,1298,Poland,Ukraine,Barley,239000,124508,2.9757412E10,128.1395177,1214
201907,1298,Poland,Ukraine,Gas,31588,201345,6.36008586E9,186.5,1214
201907,1298,Poland,Ukraine,StainlessSteel,8181,53221,4.35401001E8,96.1,1214
201907,1298,Poland,Ukraine,Nickel,3000,39565,1.18695E8,151.6,1214
201907,1298,Poland,Ukraine,Aluminium,665396,1575688,1.048456492448E12,1796.98913,1214
201907,1298,Poland,Ukraine,Corn,40,158,6320.0,189.4863732,1214
201907,1298,Netherlands,Ukraine,Nickel,35546,529119,1.8808063974E10,151.6,2138
201907,1298,Netherlands,Ukraine,CastIron,208,955,198640.0,191.0,2138
201907,1298,Turkey,Ukraine,Gas,64191,323110,2.074075401E10,186.5,2055
201907,1298,Romania,Ukraine,Gas,7608,30143,2.29327944E8,186.5,781
201907,1298,Slovenia,Ukraine,StainlessSteel,0,1,0.0,96.1,1610
201907,1298,Azerbaijan,Ukraine,Aluminium,126811,261028,3.3101221708E10,1796.98913,2079
201907,1298,Azerbaijan,Ukraine,CrudePetroleum,166819000,81175633,1.3541637921427E16,176.7,2079
201907,1298,Slovakia,Ukraine,SunflowerOil,1781,3604,6418724.0,913.1554348,1082
201907,1298,Latvia,Ukraine,StainlessSteel,4,36,144.0,96.1,1320
201907,1298,Slovenia,Ukraine,Gas,44612,362502,1.6171939224E10,186.5,1610
201907,1298,Lithuania,Ukraine,Coal,1400,1162,1626800.0,77.84580745,1136
201907,1298,EU,Ukraine,Slag,4714850,34382,1.621059727E11,133.7,803
201907,1298,EU,Ukraine,IronOre,19200,11823,2.270016E8,119.5869565,803
201907,1298,EU,Ukraine,Barley,296266,179130,5.307012858E10,128.1395177,803
201907,1298,Slovakia,Ukraine,Gas,3,393,1179.0,186.5,1082
201907,1298,Slovakia,Ukraine,Slag,4714850,34382,1.621059727E11,133.7,1082
201907,1298,Brazil,Ukraine,StainlessSteel,2,50,100.0,96.1,10687
201907,1298,Romania,Ukraine,StainlessSteel,1,23,23.0,96.1,781
201907,1298,Belgium,Ukraine,CastIron,1,79,79.0,191.0,2248
201907,1298,Belgium,Ukraine,Aluminium,45165,31834,1.43778261E9,1796.98913,2248
201907,1298,Belgium,Ukraine,StainlessSteel,676,6019,4068844.0,96.1,2248
201907,1298,Belgium,Ukraine,Corn,11,27,297.0,189.4863732,2248
201907,1298,Czech Rep.,Ukraine,StainlessSteel,1050,10494,1.10187E7,96.1,1410
201907,1298,EU,Ukraine,Gas,165281,1099274,1.81689105994E11,186.5,803
201907,1298,France,Ukraine,Barley,288,485,139680.0,128.1395177,2687
201907,1298,Hungary,Ukraine,Gas,9,53,477.0,186.5,1194
201907,1298,Hungary,Ukraine,StainlessSteel,271,1451,393221.0,96.1,1194
201907,1298,Germany,Ukraine,CastIron,13607,41434,5.63792438E8,191.0,1743
201907,1298,Germany,Ukraine,StainlessSteel,5344,80514,4.30266816E8,96.1,1743
201907,1298,India,Ukraine,StainlessSteel,11702,142202,1.664047804E9,96.1,7092
201907,1298,EU,Ukraine,Aluminium,710561,1613087,1.146196711807E12,1796.98913,803
201907,1298,EU,Ukraine,Nickel,38546,568824,2.1925889904E10,151.6,803
201907,1298,EU,Ukraine,Copper,500,1963,981500.0,5941.195652,803
201907,1298,EU,Ukraine,Coal,1400,1161,1625400.0,77.84580745,803
201907,1298,EU,Ukraine,SunflowerOil,1782,3604,6422328.0,913.1554348,803
201907,1298,EU,Ukraine,Corn,112,337,37744.0,189.4863732,803
201907,1298,EU,Ukraine,CastIron,50573,234288,1.1848647024E10,191.0,803
201907,1298,EU,Ukraine,StainlessSteel,31066,347391,1.0792048806E10,96.1,803
201907,1298,Turkey,Ukraine,CastIron,19526,43276,8.45007176E8,191.0,2055
201907,1298,Turkey,Ukraine,StainlessSteel,15047,74533,1.121498051E9,96.1,2055
201907,1298,Turkey,Ukraine,SunflowerOil,539,638,343882.0,913.1554348,2055
201907,1298,Germany,Ukraine,Barley,8932,7949,7.1000468E7,128.1395177,1743
201907,1298,Italy,Ukraine,CastIron,19440,34309,6.6696696E8,191.0,2394
201907,1298,Italy,Ukraine,StainlessSteel,4236,56969,2.41320684E8,96.1,2394
201907,1298,Italy,Ukraine,Copper,500,1963,981500.0,5941.195652,2394
201907,1298,Uzbekistan,Ukraine,Gas,1228,9863,1.2111764E7,186.5,3447
201907,1298,Italy,Ukraine,Gas,25722,223673,5.753316906E9,186.5,2394
201907,1298,Turkey,Ukraine,Aluminium,74790,153493,1.147974147E10,1796.98913,2055
201907,1298,Turkey,Ukraine,IronOre,18408,1013,1.8647304E7,119.5869565,2055
201907,1298,Slovakia,Ukraine,StainlessSteel,8081,72087,5.82535047E8,96.1,1082
202105,926,EU,Ukraine,Steel,3504,13401,4.6957104E7,327.4,803
202105,926,EU,Ukraine,Wheat,3000,1213,3639000.0,278.4470054,803
202105,926,EU,Russian Federation,Wheat,20070,7287,1.4625009E8,278.4470054,4927
202105,926,Slovenia,Russian Federation,Wheat,70,59,4130.0,278.4470054,5645
202105,926,Lithuania,Russian Federation,Wheat,20000,7280,1.456E8,278.4470054,4484
202105,926,United States of America,Russian Federation,Steel,51,2669,136119.0,327.4,8909
202105,926,Poland,Ukraine,Wheat,3000,1202,3606000.0,278.4470054,1214
202105,926,Czech Rep.,Russian Federation,Steel,20000,15398,3.0796E8,327.4,5306
202105,926,Belarus,Russian Federation,Steel,21000,13900,2.919E8,327.4,4403
202105,926,EU,Russian Federation,Steel,30437,49446,1.504987902E9,327.4,4927
202105,926,Poland,Ukraine,Steel,1000,1345,1345000.0,327.4,1214
202105,926,Russian Federation,Ukraine,Steel,59500,41586,2.474367E9,327.4,4663
202105,926,Germany,Russian Federation,Steel,10437,34453,3.59585961E8,327.4,5417
202105,926,Estonia,Russian Federation,Steel,333,7561,2517813.0,327.4,4180
202105,926,Germany,Ukraine,Steel,2504,12142,3.0403568E7,327.4,1743
202105,926,Spain,Russian Federation,Aluminium,19766,88803,1.755280098E9,2434.7765,7015
202105,926,United States of America,Russian Federation,Aluminium,85,6075,516375.0,2434.7765,8909
202105,926,Netherlands,Russian Federation,Aluminium,9688,47825,4.633286E8,2434.7765,5555
202105,926,Latvia,Russian Federation,Aluminium,160,121,19360.0,2434.7765,4323
202105,926,Rep. of Moldova,Russian Federation,StainlessSteel,5,342,1710.0,116.1,4883
202105,926,Rep. of Moldova,Russian Federation,Gas,17774,102319,1.818617906E9,202.1,4883
202105,926,Ukraine,Russian Federation,Gas,27936,79789,2.228985504E9,202.1,4663
202105,926,Norway,Russian Federation,CastIron,12469,82702,1.031211238E9,349.2,4727
202105,926,China,Russian Federation,CastIron,45975,95234,4.37838315E9,349.2,2853
202105,926,China,Russian Federation,Aluminium,147234,573638,8.4459017292E10,2434.7765,2853
202105,926,China,Russian Federation,StainlessSteel,1888010,9678465,1.827303870465E13,116.1,2853
202105,926,China,Russian Federation,Gas,511367,2734010,1.39808249167E12,202.1,2853
202105,926,Turkey,Russian Federation,StainlessSteel,30337,182285,5.529980045E9,116.1,5248
202105,926,Turkey,Russian Federation,Gas,203098,1072349,2.17791937202E11,202.1,5248
202105,926,Azerbaijan,Russian Federation,CrudePetroleum,81808,69881,5.716824848E9,191.8,4492
202105,926,Azerbaijan,Russian Federation,Gas,50,47,2350.0,202.1,4492
202105,926,Georgia,Russian Federation,SunflowerOil,10,15,150.0,1936.486706,4544
202105,926,Portugal,Russian Federation,StainlessSteel,5069,23263,1.17920147E8,116.1,7306
202105,926,Portugal,Russian Federation,Corn,20004,16206,3.24184824E8,304.2975497,7306
202105,926,Spain,Russian Federation,CastIron,539,51528,2.7773592E7,349.2,7015
202105,926,Spain,Russian Federation,StainlessSteel,1180,31754,3.746972E7,116.1,7015
202105,926,Spain,Russian Federation,Gas,72181,774857,5.5929953117E10,202.1,7015
202105,926,Slovakia,Russian Federation,StainlessSteel,74,803,59422.0,116.1,5204
202105,926,Slovakia,Russian Federation,CastIron,1296,6923,8972208.0,349.2,5204
202105,926,Italy,Russian Federation,SunflowerOil,2743,6944,1.9047392E7,1936.486706,9398
202105,926,Italy,Russian Federation,CastIron,4169,45058,1.87846802E8,349.2,9398
202105,926,Italy,Russian Federation,StainlessSteel,13908,291398,4.052763384E9,116.1,9398
202105,926,Italy,Russian Federation,Gas,136854,1231914,1.68592358556E11,202.1,9398
202105,926,Sweden,Russian Federation,CastIron,151,1197,180747.0,349.2,4345
202105,926,Sweden,Russian Federation,StainlessSteel,1000,15207,1.5207E7,116.1,4345
202105,926,EU,Russian Federation,Gas,466465,3416691,1.593766767315E12,202.1,4927
202105,926,EU,Russian Federation,CastIron,73373,917564,6.7324423372E10,349.2,4927
202105,926,Netherlands,Russian Federation,IronOre,40800,12780,5.21424E8,202.8571429,5555
202105,926,Serbia,Russian Federation,Gas,25,522,13050.0,202.1,5540
202105,926,Serbia,Russian Federation,CastIron,162,1010,163620.0,349.2,5540
202105,926,Switzerland,Russian Federation,Gas,63,5027,316701.0,202.1,5899
202105,926,Hong Kong,Russian Federation,StainlessSteel,1,1,1.0,116.1,4409
202105,926,Estonia,Russian Federation,CastIron,248,13914,3450672.0,349.2,4180
202105,926,Estonia,Russian Federation,StainlessSteel,3176,24763,7.8647288E7,116.1,4180
202105,926,Estonia,Russian Federation,SunflowerOil,1759,3028,5326252.0,1936.486706,4180
202105,926,Estonia,Russian Federation,Nickel,5608,93482,5.24247056E8,163.1,4180
202105,926,Estonia,Russian Federation,Gas,31,497,15407.0,202.1,4180
202105,926,Germany,Russian Federation,Gas,2995,51674,1.5476363E8,202.1,5417
202105,926,Germany,Russian Federation,CastIron,9792,151604,1.484506368E9,349.2,5417
202105,926,Germany,Russian Federation,IronOre,2000,1252,2504000.0,202.8571429,5417
202105,926,Germany,Russian Federation,Barley,24000,14514,3.48336E8,195.8352261,5417
202105,926,Germany,Russian Federation,Aluminium,2,158,316.0,2434.7765,5417
202105,926,Germany,Russian Federation,StainlessSteel,11556,218064,2.519947584E9,116.1,5417
202105,926,Germany,Russian Federation,SunflowerOil,4198,11598,4.8688404E7,1936.486706,5417
202105,926,Germany,Russian Federation,Coal,22050,11539,2.5443495E8,104.2071429,5417
202105,926,Romania,Russian Federation,Gas,14047,54829,7.70182963E8,202.1,5177
202105,926,Romania,Russian Federation,CastIron,876,14039,1.2298164E7,349.2,5177
202105,926,Ukraine,Russian Federation,IronOre,200,22,4400.0,202.8571429,4663
202105,926,Ukraine,Russian Federation,SunflowerOil,5,15,75.0,1936.486706,4663
202105,926,Ukraine,Russian Federation,CastIron,431,3548,1529188.0,349.2,4663
202105,926,Ukraine,Russian Federation,StainlessSteel,105,735,77175.0,116.1,4663
202105,926,United States of America,Russian Federation,StainlessSteel,0,19699,0.0,116.1,8909
202105,926,United States of America,Russian Federation,CastIron,32,36785,1177120.0,349.2,8909
202105,926,India,Russian Federation,CastIron,5301,23233,1.23158133E8,349.2,4983
202105,926,India,Russian Federation,StainlessSteel,49162,283867,1.3955469454E10,116.1,4983
202105,926,Uzbekistan,Russian Federation,Gas,1670,12485,2.084995E7,202.1,3506
202105,926,Poland,Russian Federation,Nickel,6000,129605,7.7763E8,163.1,4961
202105,926,Poland,Russian Federation,CastIron,16619,164316,2.730767604E9,349.2,4961
202105,926,Poland,Russian Federation,StainlessSteel,6898,63775,4.3991995E8,116.1,4961
202105,926,Poland,Russian Federation,SunflowerOil,10,161,1610.0,1936.486706,4961
202105,926,Poland,Russian Federation,Gas,88340,505299,4.463811366E10,202.1,4961
202105,926,Belgium,Russian Federation,CastIron,11,263,2893.0,349.2,5733
202105,926,Belgium,Russian Federation,StainlessSteel,333,3517,1171161.0,116.1,5733
202105,926,Finland,Russian Federation,StainlessSteel,115,2728,313720.0,116.1,3922
202105,926,Denmark,Russian Federation,CastIron,62,296,18352.0,349.2,5027
202105,926,Canada,Russian Federation,CastIron,5,21,105.0,349.2,6640
202105,926,Czech Rep.,Russian Federation,CastIron,18869,277953,5.244695157E9,349.2,5306
202105,926,Czech Rep.,Russian Federation,StainlessSteel,839,7769,6518191.0,116.1,5306
202105,926,Czech Rep.,Russian Federation,Gas,93501,388542,3.6329065542E10,202.1,5306
202105,926,Japan,Russian Federation,CastIron,91678,311117,2.8522584326E10,349.2,3627
202105,926,Denmark,Russian Federation,Gas,464,2895,1343280.0,202.1,5027
202105,926,Belarus,Russian Federation,Slag,2274750,84100,1.91306475E11,136.7,4403
202105,926,Belarus,Russian Federation,Aluminium,41355,83600,3.457278E9,2434.7765,4403
202105,926,Belarus,Russian Federation,CastIron,105347,226300,2.38400261E10,349.2,4403
202105,926,Belarus,Russian Federation,StainlessSteel,137259,224500,3.08146455E10,116.1,4403
202105,926,Belarus,Russian Federation,RapeseedOil,11177300,11878800,1.3277291124E14,1272.790861,4403
202105,926,Slovenia,Russian Federation,Gas,49515,310859,1.5392183385E10,202.1,5645
202105,926,Netherlands,Russian Federation,StainlessSteel,828,17257,1.4288796E7,116.1,5555
202105,926,Netherlands,Russian Federation,CastIron,2936,59011,1.73256296E8,349.2,5555
202105,926,United Kingdom,Russian Federation,StainlessSteel,358,15588,5580504.0,116.1,5610
202105,926,Bulgaria,Russian Federation,CastIron,1204,2675,3220700.0,349.2,5426
202105,926,Finland,Russian Federation,Coal,9618,2624,2.5237632E7,104.2071429,3922
202105,926,Finland,Russian Federation,CastIron,220,29941,6587020.0,349.2,3922
202105,926,United States of America,Russian Federation,Gas,2749,20543,5.6472707E7,202.1,8909
202105,926,Brazil,Russian Federation,CastIron,63,7235,455805.0,349.2,14442
202105,926,Latvia,Russian Federation,StainlessSteel,1812,31570,5.720484E7,116.1,4323
202105,926,Lithuania,Russian Federation,CastIron,11667,65830,7.6803861E8,349.2,4484
202105,926,Lithuania,Russian Federation,StainlessSteel,10463,209410,2.19105683E9,116.1,4484
202105,926,Lithuania,Russian Federation,Gas,7263,94470,6.8613561E8,202.1,4484
202105,926,Canada,Russian Federation,Gas,7782,75251,5.85603282E8,202.1,6640
202105,926,Finland,Russian Federation,RapeseedOil,1,49966,49966.0,1272.790861,3922
202105,926,Slovenia,Russian Federation,Corn,3166,4360,1.380376E7,304.2975497,5645
202105,926,Slovenia,Russian Federation,StainlessSteel,46,810,37260.0,116.1,5645
202105,926,Belarus,Russian Federation,Gas,1500580,6575800,9.867513964E12,202.1,4403
202105,926,Finland,Russian Federation,Gas,29,12177,353133.0,202.1,3922
202105,926,Turkey,Russian Federation,CastIron,34393,54769,1.883670217E9,349.2,5248
202105,926,EU,Russian Federation,Nickel,6000,130858,7.85148E8,163.1,4927
202105,926,EU,Russian Federation,Aluminium,29616,136182,4.033166112E9,2434.7765,4927
202105,926,EU,Russian Federation,StainlessSteel,60399,1029177,6.2161261623E10,116.1,4927
202105,926,EU,Russian Federation,Coal,23250,14047,3.2659275E8,104.2071429,4927
202105,926,EU,Russian Federation,RapeseedOil,39940,49559,1.97938646E9,1272.790861,4927
202105,926,EU,Russian Federation,SunflowerOil,8710,21582,1.8797922E8,1936.486706,4927
202105,926,EU,Russian Federation,Corn,23170,20450,4.738265E8,304.2975497,4927
202105,926,EU,Russian Federation,IronOre,42829,14034,6.01062186E8,202.8571429,4927
202105,926,EU,Russian Federation,Barley,24000,14396,3.45504E8,195.8352261,4927
202105,926,Rep. of Moldova,Ukraine,StainlessSteel,12,174,2088.0,116.1,353
202105,926,Russian Federation,Ukraine,IronOre,55351320,10800936,5.9784606483552E14,202.8571429,4663
202105,926,Russian Federation,Ukraine,Coal,236414900,14591853,3.4497314678097E15,104.2071429,4663
202105,926,Russian Federation,Ukraine,SunflowerOil,1404096,2451992,3.442832159232E12,1936.486706,4663
202105,926,Russian Federation,Ukraine,Corn,25166,11571,2.91195786E8,304.2975497,4663
202105,926,Russian Federation,Ukraine,Aluminium,377906,850367,3.21358791502E11,2434.7765,4663
202105,926,Russian Federation,Ukraine,Nickel,10,1027,10270.0,163.1,4663
202105,926,Russian Federation,Ukraine,CastIron,4931,36205,1.78526855E8,349.2,4663
202105,926,Russian Federation,Ukraine,StainlessSteel,10208,72532,7.40406656E8,116.1,4663
202105,926,Russian Federation,Ukraine,Gas,26060,142279,3.70779074E9,202.1,4663
202105,926,China,Ukraine,CastIron,36,630,22680.0,349.2,5943
202105,926,China,Ukraine,StainlessSteel,378531,2618125,9.91041474375E11,116.1,5943
202105,926,China,Ukraine,Gas,82738,378030,3.127744614E10,202.1,5943
202105,926,Turkey,Ukraine,StainlessSteel,6487,37903,2.45876761E8,116.1,2055
202105,926,Turkey,Ukraine,Gas,54247,283942,1.5403001674E10,202.1,2055
202105,926,Azerbaijan,Ukraine,CrudePetroleum,30935700,12484610,3.86220149577E14,191.8,2079
202105,926,Georgia,Ukraine,Gas,16346,37418,6.11634628E8,202.1,1164
202105,926,Spain,Ukraine,StainlessSteel,1831,23965,4.3879915E7,116.1,3767
202105,926,Spain,Ukraine,Gas,902,15288,1.3789776E7,202.1,3767
202105,926,Slovakia,Ukraine,StainlessSteel,1818,9790,1.779822E7,116.1,1082
202105,926,Slovakia,Ukraine,SunflowerOil,1485,2706,4018410.0,1936.486706,1082
202105,926,Slovakia,Ukraine,Slag,6109850,40816,2.493796376E11,136.7,1082
202105,926,India,Ukraine,StainlessSteel,11476,48611,5.57859836E8,116.1,7092
202105,926,Italy,Ukraine,StainlessSteel,1475,68328,1.007838E8,116.1,2394
202105,926,Italy,Ukraine,Gas,15790,151877,2.39813783E9,202.1,2394
202105,926,EU,Ukraine,Gas,109868,822275,9.03417097E10,202.1,803
202105,926,EU,Ukraine,Barley,6000031,2030944,1.2185726959264E13,195.8352261,803
202105,926,EU,Ukraine,StainlessSteel,32647,412913,1.3480370711E10,116.1,803
202105,926,Netherlands,Ukraine,Gas,24,2199,52776.0,202.1,2138
202105,926,Switzerland,Ukraine,StainlessSteel,22,485,10670.0,116.1,2258
202105,926,Estonia,Ukraine,StainlessSteel,6,145,870.0,116.1,1527
202105,926,Germany,Ukraine,Gas,6137,68448,4.20065376E8,202.1,1743
202105,926,Germany,Ukraine,Aluminium,24680,17004,4.1965872E8,2434.7765,1743
202105,926,Germany,Ukraine,CastIron,16804,56911,9.56332444E8,349.2,1743
202105,926,Germany,Ukraine,StainlessSteel,6157,101883,6.27293631E8,116.1,1743
202105,926,Romania,Ukraine,Gas,9845,34843,3.43029335E8,202.1,781
202105,926,Romania,Ukraine,CrudePetroleum,23716,13765,3.2645074E8,191.8,781
202105,926,United States of America,Ukraine,StainlessSteel,0,8245,0.0,116.1,9153
202105,926,Uzbekistan,Ukraine,Gas,1047,7824,8191728.0,202.1,3447
202105,926,Poland,Ukraine,Gas,41196,284275,1.17109929E10,202.1,1214
202105,926,Poland,Ukraine,Barley,30,8,240.0,195.8352261,1214
202105,926,Poland,Ukraine,Aluminium,429506,868051,3.72833112806E11,2434.7765,1214
202105,926,Poland,Ukraine,StainlessSteel,17803,140513,2.501552939E9,116.1,1214
202105,926,Poland,Ukraine,CastIron,16166,78345,1.26652527E9,349.2,1214
202105,926,Poland,Ukraine,Coal,690,773,533370.0,104.2071429,1214
202105,926,Poland,Ukraine,Corn,8,33,264.0,304.2975497,1214
202105,926,Belgium,Ukraine,CastIron,5,283,1415.0,349.2,2248
202105,926,Belgium,Ukraine,StainlessSteel,749,7267,5442983.0,116.1,2248
202105,926,Belgium,Ukraine,Gas,2,26,52.0,202.1,2248
202105,926,Latvia,Ukraine,CrudePetroleum,281617,113743,3.2031962431E10,191.8,1320
202105,926,Denmark,Ukraine,StainlessSteel,28,666,18648.0,116.1,2181
202105,926,Lithuania,Ukraine,SunflowerOil,190,810,153900.0,1936.486706,1136
202105,926,Sweden,Ukraine,Barley,6000000,2048276,1.2289656E13,195.8352261,2667
202105,926,Czech Rep.,Ukraine,StainlessSteel,321,3409,1094289.0,116.1,1410
202105,926,Czech Rep.,Ukraine,CastIron,2935,14627,4.2930245E7,349.2,1410
202105,926,Czech Rep.,Ukraine,Gas,20980,107985,2.2655253E9,202.1,1410
202105,926,Denmark,Ukraine,Gas,2,126,252.0,202.1,2181
202105,926,Netherlands,Ukraine,StainlessSteel,331,19293,6385983.0,116.1,2138
202105,926,Netherlands,Ukraine,CastIron,244,1297,316468.0,349.2,2138
202105,926,Netherlands,Ukraine,Nickel,42665,804305,3.4315672825E10,163.1,2138
202105,926,Belarus,Ukraine,CastIron,3702,8700,3.22074E7,349.2,791
202105,926,Belarus,Ukraine,StainlessSteel,619,4000,2476000.0,116.1,791
202105,926,Belarus,Ukraine,SunflowerOil,118,300,35400.0,1936.486706,791
202105,926,Belarus,Ukraine,Slag,947800,45500,4.31249E10,136.7,791
202105,926,Slovenia,Ukraine,Gas,14983,156582,2.346068106E9,202.1,1610
202105,926,United Kingdom,Ukraine,CastIron,476,8321,3960796.0,349.2,3140
202105,926,United Kingdom,Ukraine,StainlessSteel,228,7165,1633620.0,116.1,3140
202105,926,Hungary,Ukraine,StainlessSteel,563,3946,2221598.0,116.1,1194
202105,926,Slovenia,Ukraine,StainlessSteel,0,3,0.0,116.1,1610
202105,926,Finland,Ukraine,CastIron,7,1,7.0,349.2,2232
202105,926,Belarus,Ukraine,Gas,102373,405800,4.15429634E10,202.1,791
202105,926,Finland,Ukraine,Copper,1,1,1.0,10166.285,2232
202105,926,Turkey,Ukraine,CastIron,63064,118995,7.50430068E9,349.2,2055
202105,926,EU,Ukraine,Copper,1,1,1.0,10166.285,803
202105,926,EU,Ukraine,Aluminium,454186,893309,4.05728441474E11,2434.7765,803
202105,926,EU,Ukraine,Nickel,42665,804305,3.4315672825E10,163.1,803
202105,926,EU,Ukraine,CastIron,36160,151638,5.48323008E9,349.2,803
202105,926,EU,Ukraine,CrudePetroleum,305333,126633,3.8665233789E10,191.8,803
202105,926,EU,Ukraine,Coal,690,781,538890.0,104.2071429,803
202105,926,EU,Ukraine,SunflowerOil,1675,3490,5845750.0,1936.486706,803
202105,926,EU,Ukraine,Corn,8,34,272.0,304.2975497,803
202105,926,EU,Ukraine,Slag,6109850,40484,2.473511674E11,136.7,803
202105,926,EU,Ukraine,IronOre,250,566,141500.0,202.8571429,803
202204,2110,Germany,Russian Federation,Wheat,50900,42518,2.1641662E9,406.0268863,5417
202204,2110,United States of America,Russian Federation,Steel,41,2729,111889.0,398.482,8909
202204,2110,Poland,Ukraine,Wheat,5,49,245.0,406.0268863,1214
202204,2110,EU,Ukraine,Wheat,18078,11810,2.1350118E8,406.0268863,803
202204,2110,EU,Russian Federation,Wheat,140416,116464,1.6353409024E10,406.0268863,4927
202204,2110,Spain,Russian Federation,Aluminium,19970,102961,2.05613117E9,3246.990476,7015
202204,2110,Slovenia,Russian Federation,Gas,48453,356987,1.7297091111E10,309.727,5645
202204,2110,Slovenia,Russian Federation,Corn,150,232,34800.0,348.507117,5645
202204,2110,Armenia,Russian Federation,CastIron,10,116,1160.0,442.735,4633
202204,2110,Hungary,Russian Federation,CastIron,99,667,66033.0,442.735,5342
202204,2110,Hungary,Russian Federation,StainlessSteel,1122,9658,1.0836276E7,159.175,5342
202204,2110,Romania,Russian Federation,CastIron,162,3196,517752.0,442.735,5177
202204,2110,Italy,Russian Federation,StainlessSteel,6498,87356,5.67639288E8,159.175,9398
202204,2110,Italy,Russian Federation,CastIron,121,5123,619883.0,442.735,9398
202204,2110,Italy,Russian Federation,Gas,1112,21205,2.357996E7,309.727,9398
202204,2110,Norway,Russian Federation,CastIron,10359,74554,7.72304886E8,442.735,4727
202204,2110,Slovenia,Russian Federation,StainlessSteel,46,1125,51750.0,159.175,5645
202204,2110,Netherlands,Russian Federation,CastIron,800,10706,8564800.0,442.735,5555
202204,2110,Finland,Russian Federation,CastIron,64,6238,399232.0,442.735,3922
202204,2110,Finland,Russian Federation,StainlessSteel,18,1538,27684.0,159.175,3922
202204,2110,Finland,Russian Federation,CrudePetroleum,20,325,6500.0,308.906,3922
202204,2110,Czech Rep.,Russian Federation,Gas,38176,145732,5.563464832E9,309.727,5306
202204,2110,Czech Rep.,Russian Federation,StainlessSteel,720,6218,4476960.0,159.175,5306
202204,2110,Czech Rep.,Russian Federation,CastIron,414,1645,681030.0,442.735,5306
202204,2110,EU,Russian Federation,Gas,92613,574097,5.3168845461E10,309.727,4927
202204,2110,EU,Russian Federation,Barley,14620,13380,1.956156E8,262.9558673,4927
202204,2110,EU,Russian Federation,Corn,150,228,34200.0,348.507117,4927
202204,2110,EU,Russian Federation,SunflowerOil,5340,17252,9.212568E7,2536.61746,4927
202204,2110,EU,Russian Federation,CastIron,14975,177777,2.662210575E9,442.735,4927
202204,2110,EU,Russian Federation,Aluminium,19970,102960,2.0561112E9,3246.990476,4927
202204,2110,EU,Russian Federation,StainlessSteel,31128,385169,1.1989540632E10,159.175,4927
202204,2110,EU,Russian Federation,CrudePetroleum,20,325,6500.0,308.906,4927
202204,2110,EU,Russian Federation,IronOre,20418,7564,1.54441752E8,146.6666667,4927
202204,2110,Uzbekistan,Russian Federation,Gas,1566,15141,2.3710806E7,309.727,3506
202204,2110,Estonia,Russian Federation,CastIron,1566,18596,2.9121336E7,442.735,4180
202204,2110,Estonia,Russian Federation,StainlessSteel,566,3502,1982132.0,159.175,4180
202204,2110,Belgium,Russian Federation,StainlessSteel,98,2255,220990.0,159.175,5733
202204,2110,Turkey,Russian Federation,StainlessSteel,57091,557616,3.1834855056E10,159.175,5248
202204,2110,Turkey,Russian Federation,CastIron,12770,128625,1.64254125E9,442.735,5248
202204,2110,Turkey,Russian Federation,Gas,276757,1779123,4.92384744111E11,309.727,5248
202204,2110,Poland,Russian Federation,Gas,1962,25041,4.9130442E7,309.727,4961
202204,2110,Poland,Russian Federation,IronOre,20400,7596,1.549584E8,146.6666667,4961
202204,2110,Poland,Russian Federation,Barley,100,550,55000.0,262.9558673,4961
202204,2110,Latvia,Russian Federation,StainlessSteel,20,846,16920.0,159.175,4323
202204,2110,Germany,Russian Federation,StainlessSteel,1698,29700,5.04306E7,159.175,5417
202204,2110,Germany,Russian Federation,SunflowerOil,4560,12402,5.655312E7,2536.61746,5417
202204,2110,Germany,Russian Federation,CastIron,4485,84929,3.80906565E8,442.735,5417
202204,2110,Germany,Russian Federation,Barley,4009,3689,1.4789201E7,262.9558673,5417
202204,2110,Lithuania,Russian Federation,CastIron,1463,21212,3.1033156E7,442.735,4484
202204,2110,Lithuania,Russian Federation,StainlessSteel,3073,98754,3.03471042E8,159.175,4484
202204,2110,Lithuania,Russian Federation,Gas,2911,30703,8.9376433E7,309.727,4484
202204,2110,Slovakia,Russian Federation,StainlessSteel,9,63,567.0,159.175,5204
202204,2110,Poland,Russian Federation,CastIron,1686,4495,7578570.0,442.735,4961
202204,2110,Poland,Russian Federation,StainlessSteel,1290,22947,2.960163E7,159.175,4961
202204,2110,Poland,Russian Federation,SunflowerOil,780,4872,3800160.0,2536.61746,4961
202204,2110,United Kingdom,Russian Federation,Gas,1120,6689,7491680.0,309.727,5610
202204,2110,United Kingdom,Russian Federation,StainlessSteel,195,5001,975195.0,159.175,5610
